ip,app,device,os,channel,click_time,attributed_time,is_attributed
30564,12,1,13,178,2017-11-09 13:57:06,,0
182706,3,1,13,137,2017-11-09 05:39:11,,0
65679,11,1,25,219,2017-11-08 14:15:14,,0
50979,2,1,6,364,2017-11-07 00:47:09,,0
36387,9,1,22,442,2017-11-07 02:26:03,,0
145119,64,1,19,459,2017-11-08 00:17:36,,0
85328,3,1,18,280,2017-11-08 07:08:26,,0
157880,2,1,19,219,2017-11-08 15:54:48,,0
73516,15,1,23,245,2017-11-07 09:38:06,,0
283956,93,1,19,371,2017-11-08 02:35:12,,0
84788,15,1,17,386,2017-11-08 06:18:20,,0
62760,25,1,19,259,2017-11-09 05:12:30,,0
145934,14,1,13,480,2017-11-08 05:14:33,,0
34840,12,1,19,178,2017-11-08 11:31:45,,0
164082,15,1,27,245,2017-11-08 10:15:09,,0
178397,26,1,18,121,2017-11-07 14:31:35,,0
51808,3,1,19,173,2017-11-08 02:50:06,,0
6553,15,1,3,265,2017-11-07 06:12:23,,0
77247,15,1,25,315,2017-11-09 12:46:37,,0
208410,12,1,19,145,2017-11-07 03:38:05,,0
275311,9,1,16,134,2017-11-08 13:49:50,,0
47549,25,1,41,259,2017-11-07 11:49:57,,0
5314,2,1,13,452,2017-11-09 15:26:46,,0
89562,26,1,47,477,2017-11-08 09:03:16,,0
105741,13,1,13,477,2017-11-08 02:49:29,,0
5146,21,1,40,128,2017-11-07 23:20:16,,0
146597,3,1,19,280,2017-11-08 02:28:01,,0
5314,23,1,9,153,2017-11-07 11:58:31,,0
104207,28,1,19,135,2017-11-07 02:59:03,,0
48282,2,1,19,237,2017-11-08 08:36:42,,0
31023,11,1,19,487,2017-11-07 15:59:09,,0
11881,3,1,19,280,2017-11-09 06:09:36,,0
351154,3,1,25,280,2017-11-09 01:02:46,,0
24932,15,1,19,315,2017-11-09 12:20:29,,0
104502,3,1,19,280,2017-11-07 07:43:43,,0
8536,23,1,22,153,2017-11-08 10:37:11,,0
3288,14,1,19,401,2017-11-07 04:17:08,,0
302,1,1,13,134,2017-11-08 16:15:08,,0
116664,27,1,17,153,2017-11-09 07:59:14,,0
37813,12,1,13,259,2017-11-09 00:02:23,,0
7925,2,1,53,435,2017-11-08 11:50:09,,0
102262,29,1,13,343,2017-11-08 09:46:25,,0
199667,21,1,27,128,2017-11-07 01:08:40,,0
96955,3,1,30,173,2017-11-09 07:28:10,,0
126687,12,1,19,178,2017-11-07 00:09:59,,0
83957,13,1,3,477,2017-11-08 22:48:11,,0
96815,12,1,13,178,2017-11-09 10:40:13,,0
34450,27,1,13,153,2017-11-08 06:59:49,,0
24132,1,1,15,17,2017-11-09 04:29:15,,0
210035,2,1,13,452,2017-11-07 10:55:18,,0
48615,15,1,25,111,2017-11-09 01:09:32,,0
8208,17,1,13,280,2017-11-07 07:49:00,,0
112302,3,2,23,371,2017-11-09 09:55:20,,0
105292,2,1,10,205,2017-11-08 17:16:49,,0
5676,25,1,3,259,2017-11-09 04:51:31,,0
33919,21,1,13,128,2017-11-06 23:04:04,,0
65679,2,1,12,435,2017-11-09 05:57:13,,0
109656,3,1,22,205,2017-11-07 01:08:03,,0
111219,12,1,31,178,2017-11-07 22:20:43,,0
123690,15,1,41,245,2017-11-07 06:10:37,,0
92452,21,1,13,128,2017-11-09 04:23:28,,0
119262,18,1,1,121,2017-11-08 08:07:29,,0
165362,13,1,10,469,2017-11-06 21:30:00,,0
292158,3,1,13,211,2017-11-08 17:47:27,,0
190118,13,1,53,477,2017-11-07 23:57:11,,0
92376,3,1,19,280,2017-11-09 06:52:16,,0
24913,14,1,13,489,2017-11-07 08:06:36,,0
105637,3,1,6,130,2017-11-09 10:50:18,,0
137052,2,1,13,122,2017-11-08 08:42:27,,0
141633,3,1,13,135,2017-11-07 11:31:23,,0
81935,26,1,19,121,2017-11-08 08:03:32,,0
58613,18,1,13,121,2017-11-09 02:03:49,,0
55021,9,1,19,244,2017-11-09 09:53:16,,0
36353,15,1,19,315,2017-11-09 15:19:11,,0
117078,3,1,22,280,2017-11-08 06:57:44,,0
314215,3,1,13,424,2017-11-09 06:13:03,,0
63698,12,1,13,205,2017-11-09 00:54:06,,0
88977,15,1,47,315,2017-11-09 08:42:00,,0
73933,21,1,13,232,2017-11-09 09:28:41,,0
45381,2,1,18,477,2017-11-08 05:25:07,,0
19170,15,1,13,315,2017-11-09 13:57:55,,0
106514,12,1,15,328,2017-11-09 04:13:13,,0
116425,18,2,13,379,2017-11-09 13:19:05,,0
35724,14,1,19,134,2017-11-07 04:26:13,,0
49553,3,1,19,280,2017-11-08 17:13:59,,0
121347,21,1,22,128,2017-11-07 10:40:19,,0
55662,15,1,19,265,2017-11-07 01:21:29,,0
89596,3,1,19,280,2017-11-07 05:20:09,,0
61313,9,1,18,466,2017-11-09 08:55:59,,0
170113,20,1,10,259,2017-11-07 01:23:08,,0
20925,14,1,1,379,2017-11-07 06:04:50,,0
40534,12,1,13,178,2017-11-07 05:03:17,,0
56090,9,1,13,244,2017-11-08 16:24:26,,0
88281,18,1,17,107,2017-11-08 09:31:54,,0
114276,3,1,20,280,2017-11-08 04:31:45,,0
59064,29,1,13,343,2017-11-08 11:46:29,,0
58524,15,1,13,386,2017-11-09 10:16:32,,0
79950,12,1,14,178,2017-11-08 02:49:16,,0
89483,32,1,19,21,2017-11-09 12:35:17,,0
105101,3,1,13,424,2017-11-09 15:13:00,,0
7057,21,1,13,128,2017-11-07 16:15:20,,0
25267,9,1,19,466,2017-11-07 09:29:22,,0
75539,15,1,9,130,2017-11-08 13:24:49,,0
124985,15,1,10,245,2017-11-08 23:36:28,,0
210438,12,1,19,245,2017-11-08 09:51:09,,0
8208,15,1,15,245,2017-11-06 16:58:49,,0
201804,18,1,18,121,2017-11-08 16:26:56,,0
79881,13,1,3,477,2017-11-07 04:17:31,,0
44101,9,1,15,215,2017-11-08 00:47:25,,0
100275,12,2,8,178,2017-11-09 11:13:47,,0
25084,12,1,13,178,2017-11-08 05:05:41,,0
73487,12,2,49,326,2017-11-08 13:24:38,,0
48825,19,0,24,213,2017-11-09 11:32:42,,0
177609,18,1,53,439,2017-11-07 03:51:03,,0
122412,36,1,13,110,2017-11-08 22:50:04,,0
106426,8,1,9,145,2017-11-09 12:58:54,,0
8209,23,1,20,153,2017-11-08 05:07:23,,0
40192,3,1,13,173,2017-11-07 06:43:50,,0
53730,12,1,19,178,2017-11-06 22:01:35,,0
95631,18,1,19,107,2017-11-09 04:36:52,,0
75393,9,1,9,466,2017-11-09 14:13:59,,0
83593,12,2,13,265,2017-11-08 11:33:32,,0
54125,3,1,53,409,2017-11-09 12:48:31,,0
120627,15,1,13,480,2017-11-06 19:18:42,,0
17149,13,1,19,477,2017-11-07 05:20:35,,0
93738,3,1,19,137,2017-11-08 00:46:25,,0
146060,15,1,13,245,2017-11-07 05:42:54,,0
6996,28,1,41,135,2017-11-07 00:11:50,,0
195174,23,1,19,153,2017-11-09 04:45:41,,0
9795,13,1,13,477,2017-11-07 23:54:24,,0
133331,12,1,13,328,2017-11-09 02:37:29,,0
26995,3,1,17,280,2017-11-07 05:51:55,,0
79800,23,1,37,153,2017-11-09 07:58:56,,0
67944,2,1,19,469,2017-11-07 13:52:10,,0
30636,9,1,13,127,2017-11-09 13:56:33,,0
14087,3,1,1,280,2017-11-07 03:05:21,,0
31444,23,1,19,153,2017-11-09 04:44:57,,0
111153,15,1,17,3,2017-11-08 13:45:56,,0
158762,2,1,18,236,2017-11-07 02:30:22,,0
3774,3,1,8,211,2017-11-08 18:50:36,,0
8615,7,1,13,101,2017-11-09 08:22:55,,0
121479,13,1,13,400,2017-11-09 04:54:09,,0
196096,18,1,20,376,2017-11-08 13:55:09,,0
124172,12,2,13,259,2017-11-07 14:18:26,,0
59125,2,1,19,205,2017-11-09 07:47:56,,0
68248,14,1,13,489,2017-11-07 01:47:51,,0
5314,15,1,19,245,2017-11-08 00:54:13,,0
276631,11,1,15,122,2017-11-08 06:26:08,,0
185482,64,1,8,459,2017-11-07 05:52:40,,0
67658,18,1,19,107,2017-11-07 08:59:54,,0
8533,9,1,19,442,2017-11-08 08:56:57,,0
15518,9,1,13,232,2017-11-09 04:23:26,,0
58308,15,1,13,245,2017-11-08 15:29:12,,0
151886,12,1,9,328,2017-11-07 02:07:05,,0
358341,6,1,13,459,2017-11-09 11:07:41,,0
285409,13,1,13,477,2017-11-08 09:06:22,,0
213537,3,1,22,409,2017-11-08 11:22:47,,0
14737,2,1,13,435,2017-11-09 14:19:07,,0
7346,15,1,28,245,2017-11-07 04:35:58,,0
123979,12,1,3,259,2017-11-06 23:48:36,,0
36213,2,1,9,205,2017-11-07 07:07:57,,0
38633,3,1,13,379,2017-11-09 13:12:21,,0
103131,9,1,30,134,2017-11-07 12:54:26,,0
37335,12,1,28,409,2017-11-08 00:01:26,,0
266609,5,1,28,377,2017-11-09 08:48:21,,0
93587,18,1,10,107,2017-11-09 05:53:31,,0
38609,3,1,18,280,2017-11-09 06:17:37,,0
282567,18,1,37,107,2017-11-08 23:08:18,,0
39306,3,1,13,173,2017-11-09 11:14:27,,0
100203,11,1,11,319,2017-11-08 17:09:44,,0
60111,3,1,18,280,2017-11-08 00:19:13,,0
135910,18,1,6,107,2017-11-08 12:44:41,,0
8495,18,1,23,121,2017-11-08 17:38:36,,0
5574,3,1,19,205,2017-11-09 13:35:35,,0
65462,9,1,19,391,2017-11-09 13:13:04,,0
53469,20,1,19,488,2017-11-07 00:09:59,,0
51992,9,1,13,134,2017-11-06 23:05:26,,0
7925,15,1,13,265,2017-11-08 14:57:05,,0
85155,15,1,25,315,2017-11-07 13:48:58,,0
53454,3,2,17,280,2017-11-07 04:20:46,,0
39001,2,1,3,469,2017-11-07 00:36:57,,0
97219,8,1,9,145,2017-11-06 16:04:33,,0
190273,12,1,22,265,2017-11-08 02:09:37,,0
77233,2,1,13,237,2017-11-07 02:06:38,,0
6424,7,1,14,101,2017-11-09 04:57:01,,0
26995,3,1,11,19,2017-11-09 06:39:17,,0
73751,13,1,18,477,2017-11-07 11:06:21,,0
14035,21,1,9,128,2017-11-07 08:13:46,,0
56126,2,1,13,364,2017-11-09 05:04:48,,0
88281,1,1,19,153,2017-11-08 02:21:07,,0
342670,3,1,13,280,2017-11-09 11:01:08,,0
99906,1,1,10,17,2017-11-07 03:00:37,,0
88046,28,1,19,135,2017-11-09 07:32:57,,0
42164,3,1,41,280,2017-11-08 05:23:50,,0
48552,12,1,18,140,2017-11-08 02:41:59,,0
15968,18,1,19,107,2017-11-09 09:52:03,,0
122656,14,1,19,442,2017-11-08 04:20:47,,0
122361,19,0,0,210,2017-11-08 08:12:53,,0
113397,28,1,10,135,2017-11-07 10:58:09,,0
155133,3,2,17,211,2017-11-07 00:04:21,,0
31724,15,1,14,265,2017-11-07 01:46:41,,0
94801,2,1,25,212,2017-11-08 21:36:06,,0
101211,3,1,13,280,2017-11-07 02:57:12,,0
67197,18,1,19,107,2017-11-09 10:29:29,,0
188581,9,1,25,258,2017-11-07 15:52:04,,0
96953,2,1,13,237,2017-11-07 00:13:07,,0
12888,2,1,20,477,2017-11-07 21:47:40,,0
70712,2,1,19,237,2017-11-06 21:28:23,,0
45466,3,1,13,280,2017-11-07 07:42:57,,0
64013,15,1,19,245,2017-11-07 06:27:43,,0
203341,15,1,11,245,2017-11-07 05:09:11,,0
2076,3,1,13,173,2017-11-09 10:02:19,,0
108519,3,1,19,280,2017-11-08 02:06:42,,0
82018,9,1,18,134,2017-11-07 00:25:05,,0
21920,1,1,6,153,2017-11-08 04:00:13,,0
144407,3,1,15,280,2017-11-07 01:33:02,,0
111247,3,1,17,280,2017-11-09 06:25:55,,0
35252,9,1,36,466,2017-11-07 08:05:12,,0
9041,12,1,25,259,2017-11-09 12:33:07,,0
19812,3,1,13,280,2017-11-08 13:33:06,,0
10023,15,1,13,245,2017-11-06 17:51:46,,0
21097,26,1,13,266,2017-11-08 04:38:38,,0
117979,11,1,20,319,2017-11-07 14:34:21,,0
122679,2,1,10,452,2017-11-07 18:25:23,,0
217578,64,1,14,459,2017-11-08 10:00:33,,0
25071,15,1,17,130,2017-11-08 00:53:54,,0
49520,55,1,13,453,2017-11-08 03:23:47,,0
180418,6,1,31,125,2017-11-07 10:19:33,,0
115746,6,1,35,459,2017-11-09 12:17:52,,0
61400,15,1,19,3,2017-11-08 13:45:48,,0
71357,18,1,10,121,2017-11-08 02:57:16,,0
128925,9,1,19,134,2017-11-08 01:11:55,,0
110202,12,1,32,265,2017-11-08 05:20:36,,0
143441,3,1,10,371,2017-11-08 00:44:16,,0
137052,2,1,19,258,2017-11-09 03:09:40,,0
150850,25,1,10,259,2017-11-07 04:34:30,,0
68702,11,1,17,325,2017-11-07 02:29:35,,0
17626,18,1,3,107,2017-11-07 12:36:12,,0
10066,26,1,32,121,2017-11-08 03:24:03,,0
68355,29,2,81,343,2017-11-09 02:31:13,,0
85391,2,1,22,237,2017-11-09 04:59:56,,0
119634,2,1,14,237,2017-11-08 03:25:53,,0
22699,13,1,13,477,2017-11-07 01:09:57,,0
83449,9,1,10,258,2017-11-07 10:21:00,,0
48212,23,1,13,153,2017-11-09 15:20:56,,0
137509,21,1,19,128,2017-11-08 06:29:12,,0
70643,3,1,37,280,2017-11-08 15:44:25,,0
113418,1,1,15,134,2017-11-08 03:16:09,,0
85107,9,1,13,127,2017-11-09 06:49:12,,0
109743,2,1,13,469,2017-11-07 05:20:43,,0
76027,3,1,28,280,2017-11-08 13:53:06,,0
34691,18,1,19,107,2017-11-09 11:24:30,,0
109682,15,1,32,379,2017-11-07 08:47:16,,0
99583,1,1,19,153,2017-11-08 00:37:10,,0
50764,1,1,13,134,2017-11-08 12:19:20,,0
53454,14,1,12,489,2017-11-09 12:41:07,,0
58252,12,1,13,265,2017-11-07 04:23:34,,0
29502,12,1,13,178,2017-11-08 09:21:44,,0
158793,2,1,13,205,2017-11-08 15:04:44,,0
122981,12,1,8,245,2017-11-07 00:36:54,,0
91166,14,2,13,113,2017-11-09 13:29:33,,0
123872,18,1,18,107,2017-11-07 05:16:10,,0
91771,12,1,13,259,2017-11-08 14:22:49,,0
40001,18,1,13,107,2017-11-09 08:52:39,,0
22978,12,1,13,178,2017-11-07 00:32:03,,0
114904,2,2,9,205,2017-11-08 05:21:35,,0
37763,2,1,14,435,2017-11-09 01:15:34,,0
266045,1,1,19,371,2017-11-08 02:56:09,,0
563,15,1,11,245,2017-11-07 23:44:18,,0
111668,2,2,13,205,2017-11-06 18:28:12,,0
100896,1,1,19,134,2017-11-07 02:41:11,,0
196499,18,1,19,439,2017-11-09 03:05:00,,0
252662,1,1,19,150,2017-11-07 23:47:51,,0
28176,11,1,16,481,2017-11-07 15:02:44,,0
331189,3,1,6,280,2017-11-09 02:15:10,,0
58705,14,1,13,480,2017-11-09 00:20:49,,0
65704,150,1,41,110,2017-11-06 16:35:01,,0
40995,15,1,16,153,2017-11-09 05:24:09,,0
43476,3,1,32,173,2017-11-07 02:02:17,,0
109910,3,1,19,280,2017-11-07 07:32:45,,0
114632,13,1,9,477,2017-11-07 15:46:23,,0
298540,23,1,19,153,2017-11-08 21:19:22,,0
279760,20,1,19,259,2017-11-09 11:46:46,,0
86767,3,1,19,379,2017-11-08 04:47:37,,0
55957,25,1,19,259,2017-11-07 15:32:44,,0
5729,2,1,4,237,2017-11-07 12:22:40,,0
69238,23,1,12,153,2017-11-07 03:13:36,,0
241549,64,1,19,459,2017-11-08 10:48:17,,0
108019,3,1,6,280,2017-11-08 11:39:24,,0
29342,7,1,47,101,2017-11-09 13:57:17,,0
55930,3,1,13,137,2017-11-08 00:16:15,,0
6360,18,1,13,121,2017-11-08 07:47:07,,0
159853,3,1,13,480,2017-11-07 15:57:17,,0
58057,21,1,17,128,2017-11-08 19:45:57,,0
262704,18,2,9,449,2017-11-08 13:00:46,,0
86291,3,1,19,205,2017-11-09 10:28:24,,0
194281,12,1,8,259,2017-11-07 01:18:21,,0
11178,18,1,22,107,2017-11-09 06:36:48,,0
33107,8,1,13,145,2017-11-06 19:06:51,,0
307425,12,1,31,259,2017-11-08 21:06:51,,0
299172,3,1,19,480,2017-11-08 23:34:19,,0
207988,12,1,25,245,2017-11-06 17:46:04,,0
73015,2,1,22,237,2017-11-09 07:51:24,,0
43395,18,1,19,134,2017-11-07 14:46:35,,0
98635,12,1,15,245,2017-11-08 06:23:33,,0
55569,23,1,19,153,2017-11-07 15:11:21,,0
23626,12,1,20,178,2017-11-07 12:25:24,,0
108942,3,1,22,280,2017-11-08 10:56:06,,0
48296,3,1,16,280,2017-11-07 03:24:54,,0
154993,9,1,35,234,2017-11-08 08:54:41,,0
37535,12,1,13,265,2017-11-07 08:57:22,,0
48153,19,0,21,213,2017-11-09 10:49:09,,0
95177,27,1,13,122,2017-11-06 16:19:51,,0
185608,3,1,13,280,2017-11-07 23:19:33,,0
58363,3,1,2,442,2017-11-07 10:47:10,,0
124809,3,1,19,280,2017-11-08 13:17:32,,0
103370,3,1,19,173,2017-11-08 05:12:48,,0
5314,23,1,20,153,2017-11-09 02:51:32,,0
37255,3,1,13,130,2017-11-08 00:12:20,,0
106293,2,1,10,237,2017-11-09 06:11:41,,0
43984,18,1,20,107,2017-11-08 07:00:09,,0
197043,14,1,13,134,2017-11-07 01:38:24,,0
114276,9,1,6,466,2017-11-08 15:52:30,,0
93922,13,1,32,477,2017-11-09 04:45:36,,0
175859,11,1,19,487,2017-11-08 00:28:07,,0
21373,2,1,8,219,2017-11-07 11:07:16,,0
79153,64,1,8,459,2017-11-06 23:36:42,,0
120567,15,1,18,130,2017-11-08 07:25:51,,0
11926,14,1,25,480,2017-11-09 01:29:17,,0
216649,28,1,46,135,2017-11-08 14:32:39,,0
134389,12,1,20,259,2017-11-09 15:17:04,,0
29533,9,1,13,442,2017-11-09 12:36:41,,0
60298,3,1,26,280,2017-11-08 11:02:04,,0
8391,3,1,26,317,2017-11-08 08:21:54,,0
102922,13,1,22,469,2017-11-07 01:51:42,,0
87585,15,1,19,245,2017-11-07 15:00:32,,0
29438,3,1,19,280,2017-11-08 02:32:45,,0
39185,64,1,18,459,2017-11-09 06:00:06,,0
81629,9,2,9,134,2017-11-07 00:33:49,,0
42289,14,1,22,463,2017-11-07 07:19:11,,0
7152,12,1,18,178,2017-11-08 09:48:43,,0
87702,3,1,19,19,2017-11-09 14:21:12,,0
72966,12,1,22,245,2017-11-08 08:18:14,,0
81030,62,1,13,21,2017-11-07 06:14:23,,0
42269,9,2,13,134,2017-11-08 10:30:31,,0
49487,18,1,19,107,2017-11-07 15:35:33,,0
126089,21,1,15,128,2017-11-09 10:50:09,,0
45495,3,1,19,480,2017-11-06 16:39:03,,0
267882,64,1,16,459,2017-11-08 00:58:48,,0
18906,64,1,23,459,2017-11-07 14:15:20,,0
209914,18,1,53,439,2017-11-08 05:00:02,,0
110211,21,1,18,128,2017-11-09 11:25:05,,0
69449,15,1,17,3,2017-11-07 00:48:35,,0
5147,24,2,49,105,2017-11-08 14:52:45,,0
3210,21,1,10,128,2017-11-07 03:36:19,,0
5178,15,1,23,315,2017-11-07 04:28:46,,0
18551,11,1,13,173,2017-11-07 09:01:23,,0
97039,12,1,13,178,2017-11-07 10:43:36,,0
83230,9,1,25,215,2017-11-06 16:20:24,,0
280605,2,1,13,477,2017-11-08 03:15:05,,0
109764,7,1,18,101,2017-11-09 06:15:58,,0
16414,3,1,13,280,2017-11-08 04:13:26,,0
212215,1,1,13,452,2017-11-07 21:41:02,,0
43686,33,3032,607,347,2017-11-06 23:21:08,,0
5038,9,1,13,107,2017-11-08 19:47:53,,0
87554,25,1,13,259,2017-11-09 12:09:35,,0
218062,1,1,22,377,2017-11-09 05:00:23,,0
202853,12,1,13,424,2017-11-07 19:32:05,,0
15680,2,1,19,469,2017-11-07 12:53:11,,0
77035,1,1,10,125,2017-11-07 04:18:20,,0
1579,9,1,41,127,2017-11-09 13:09:11,,0
121408,15,1,13,140,2017-11-08 19:33:44,,0
27007,32,1,23,376,2017-11-08 05:09:46,,0
336558,3,1,17,379,2017-11-09 00:35:50,,0
114612,2,1,20,237,2017-11-06 23:30:18,,0
85192,11,1,13,137,2017-11-09 10:29:36,,0
123650,9,1,19,466,2017-11-09 11:23:45,,0
141601,11,1,23,319,2017-11-07 09:04:27,,0
121332,15,1,9,412,2017-11-08 01:21:05,,0
95820,3,1,8,280,2017-11-08 14:02:44,,0
5328,3,1,9,211,2017-11-09 10:19:58,,0
269831,9,1,19,334,2017-11-09 04:05:16,,0
75595,10,1,19,377,2017-11-08 01:04:31,,0
111235,18,1,9,107,2017-11-07 10:00:21,,0
84450,2,1,25,477,2017-11-07 07:27:07,,0
130670,3,1,13,205,2017-11-09 14:27:41,,0
136717,15,1,19,245,2017-11-07 01:41:56,,0
141863,18,3032,607,107,2017-11-06 23:13:12,,0
5314,26,1,6,266,2017-11-08 01:52:58,,0
162882,20,1,19,259,2017-11-06 23:04:46,,0
43957,64,1,10,459,2017-11-07 04:02:23,,0
191827,3,1,18,130,2017-11-08 14:33:49,,0
45009,2,1,14,205,2017-11-08 08:45:53,,0
52151,3,1,9,280,2017-11-09 01:16:06,,0
100971,15,1,13,386,2017-11-09 13:42:17,,0
7275,2,1,19,469,2017-11-09 09:43:53,,0
9989,2,1,25,219,2017-11-06 17:34:17,,0
33488,3,1,19,280,2017-11-07 08:07:47,,0
154225,9,1,13,145,2017-11-09 06:33:38,,0
92852,15,1,15,245,2017-11-07 14:48:21,,0
